Month,Year,Region,Dengue_Cases,Dengue_Deaths,MonthNum,Date,YearMonth,Lag1_Cases,Lag2_Cases,Lag3_Cases,Month_Sin,Month_Cos,MA3_Cases,MA6_Cases,MA12_Cases,EWMA3_Cases,MoM_Growth,YoY_Growth,Outbreak,Outbreak_Level,Risk_Score,Risk_Level
September,2019,CAR,1472,5,9,2019-09-01,2019-09,1536.0,1226.0,547.0,-1.0,-1.8369701987210297e-16,1411.3333333333333,855.1666666666666,745.9166666666666,1324.0612324961305,-0.04166666666666663,0.20556920556920555,0,2,5.955569205569206,中
October,2019,CAR,992,1,10,2019-10-01,2019-10,1472.0,1536.0,1226.0,-0.8660254037844386,0.5000000000000001,1333.3333333333333,993.3333333333334,752.3333333333334,1158.0306162480629,-0.32608695652173914,0.08415300546448079,0,1,5.559633952626152,中
November,2019,CAR,756,4,11,2019-11-01,2019-11,992.0,1472.0,1536.0,-0.5000000000000004,0.8660254037844384,1073.3333333333333,1088.1666666666667,761.25,957.0153081240301,-0.23790322580645162,0.16486902927580904,0,1,5.64034997643748,中
December,2019,CAR,367,1,12,2019-12-01,2019-12,756.0,992.0,1472.0,-2.4492935982947064e-16,1.0,705.0,1058.1666666666667,734.0,662.007654062014,-0.5145502645502645,-0.47118155619596547,0,0,5.75,中
January,2016,NCR,1261,4,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,1261.0,1261.0,1261.0,1261.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,NCR,999,7,2,2016-02-01,2016-02,1261.0,0.0,0.0,0.8660254037844386,0.5000000000000001,1130.0,1130.0,1130.0,1086.3333333333333,-0.20777160983346554,0.0,0,0,6.774519052838329,高
March,2016,NCR,730,3,3,2016-03-01,2016-03,999.0,1261.0,0.0,1.0,6.123233995736766e-17,996.6666666666666,996.6666666666666,996.6666666666666,882.7142857142857,-0.2692692692692693,0.0,0,0,7.25,高
April,2016,NCR,448,2,4,2016-04-01,2016-04,730.0,999.0,1261.0,0.8660254037844387,-0.4999999999999998,725.6666666666666,859.5,859.5,650.8666666666667,-0.38630136986301367,0.0,0,0,7.524519052838329,高
May,2016,NCR,414,0,5,2016-05-01,2016-05,448.0,730.0,999.0,0.49999999999999994,-0.8660254037844387,530.6666666666666,770.4,770.4,528.6129032258065,-0.0758928571428571,0.0,0,0,6.981407941727218,高
June,2016,NCR,406,0,6,2016-06-01,2016-06,414.0,448.0,730.0,1.2246467991473532e-16,-1.0,422.6666666666667,709.6666666666666,709.6666666666666,466.3333333333333,-0.019323671497584516,0.0,0,0,6.142888888888889,高
July,2016,NCR,1436,5,7,2016-07-01,2016-07,406.0,414.0,448.0,-0.4999999999999997,-0.8660254037844388,752.0,738.8333333333334,813.4285714285714,954.9842519685039,2.5369458128078817,0.0,0,0,7.210519052838329,高
August,2016,NCR,2291,6,8,2016-08-01,2016-08,1436.0,406.0,414.0,-0.8660254037844385,-0.5000000000000004,1377.6666666666667,954.1666666666666,998.125,1625.6117647058823,0.5954038997214484,0.0,0,0,6.82088484688312,高
September,2016,NCR,1291,1291,9,2016-09-01,2016-09,2291.0,1436.0,406.0,-1.0,-1.8369701987210297e-16,1672.6666666666667,1047.6666666666667,1030.6666666666667,1457.9784735812134,-0.4364906154517678,0.0,0,0,5.75,中
October,2016,NCR,1033,1651,10,2016-10-01,2016-10,1291.0,2291.0,1436.0,-0.8660254037844386,0.5000000000000001,1538.3333333333333,1145.1666666666667,1030.9,1245.2815249266862,-0.1998450813323005,0.0,0,0,5.475480947161671,中
November,2016,NCR,1472,8,11,2016-11-01,2016-11,1033.0,1291.0,2291.0,-0.5000000000000004,0.8660254037844384,1265.3333333333333,1321.5,1071.0,1358.696140693698,0.424975798644724,0.0,0,0,5.900456745806395,中
December,2016,NCR,1221,10,12,2016-12-01,2016-12,1472.0,1033.0,1291.0,-2.4492935982947064e-16,1.0,1242.0,1457.3333333333333,1083.5,1289.8312576312576,-0.17051630434782605,0.0,0,0,5.75,中
January,2017,NCR,1676,7,1,2017-01-01,2017-01,1221.0,1472.0,1033.0,0.49999999999999994,0.8660254037844387,1456.3333333333333,1497.3333333333333,1118.0833333333333,1482.9392015626909,0.3726453726453727,0.3291038858049167,0,0,6.92723020561196,高
February,2017,NCR,1161,4,2,2017-02-01,2017-02,1676.0,1221.0,1472.0,0.8660254037844386,0.5000000000000001,1352.6666666666667,1309.0,1131.5833333333333,1321.959775376915,-0.3072792362768496,0.16216216216216206,0,0,6.936681215000491,高
March,2017,NCR,930,4,3,2017-03-01,2017-03,1161.0,1676.0,1221.0,1.0,6.123233995736766e-17,1255.6666666666667,1248.8333333333333,1148.25,1125.973906674398,-0.1989664082687338,0.273972602739726,0,0,7.523972602739726,高
April,2017,NCR,767,6,4,2017-04-01,2017-04,930.0,1161.0,1676.0,0.8660254037844387,-0.4999999999999998,952.6666666666666,1204.5,1174.8333333333333,946.4842145418479,-0.1752688172043011,0.7120535714285714,0,0,8.2365726242669,极高
May,2017,NCR,543,4,5,2017-05-01,2017-05,767.0,930.0,1161.0,0.49999999999999994,-0.8660254037844387,746.6666666666666,1049.6666666666667,1185.5833333333333,744.740568089051,-0.29204693611473276,0.3115942028985508,0,0,7.83611325573688,高
June,2017,NCR,1027,9,6,2017-06-01,2017-06,543.0,767.0,930.0,1.2246467991473532e-16,-1.0,779.0,1017.3333333333334,1237.3333333333333,885.8708224137207,0.8913443830570902,1.5295566502463056,0,0,9.14134438305709,极高
July,2017,NCR,3139,20,7,2017-07-01,2017-07,1027.0,543.0,767.0,-0.4999999999999997,-0.8660254037844388,1569.6666666666667,1261.1666666666667,1379.25,2012.437559962387,2.0564751703992212,1.185933147632312,0,1,8.774519052838329,极高
August,2017,NCR,4555,30,8,2017-08-01,2017-08,3139.0,1027.0,543.0,-0.8660254037844385,-0.5000000000000004,2907.0,1826.8333333333333,1567.9166666666667,3283.719992370598,0.45109907613889777,0.9882147533828023,0,2,7.6647947766833715,高
September,2017,NCR,3783,32,9,2017-09-01,2017-09,4555.0,3139.0,1027.0,-1.0,-1.8369701987210297e-16,3825.6666666666665,2302.3333333333335,1775.5833333333333,3533.3601152229858,-0.16948408342480792,1.9302865995352438,0,1,6.75,高
October,2017,NCR,3833,24,10,2017-10-01,2017-10,3783.0,4555.0,3139.0,-0.8660254037844386,0.5000000000000001,4057.0,2813.3333333333335,2008.9166666666667,3683.1800933313593,0.01321702352630183,2.7105517909002903,0,1,6.488697970687973,高
November,2017,NCR,2588,13,11,2017-11-01,2017-11,3833.0,3783.0,4555.0,-0.5000000000000004,0.8660254037844384,3401.3333333333335,3154.1666666666665,2101.9166666666665,3135.5899813878514,-0.32481085311766245,0.7581521739130435,0,0,6.233633121074714,高
December,2017,NCR,2101,15,12,2017-12-01,2017-12,2588.0,3833.0,3783.0,-2.4492935982947064e-16,1.0,2840.6666666666665,3333.1666666666665,2175.25,2618.2949598607397,-0.1881761978361669,0.7207207207207207,0,0,6.4707207207207205,高
January,2018,NCR,2043,12,1,2018-01-01,2018-01,2101.0,2588.0,3833.0,0.49999999999999994,0.8660254037844387,2244.0,3150.5,2205.8333333333335,2330.647471357807,-0.02760590195145174,0.21897374701670635,0,0,6.444454694178377,高
February,2018,NCR,1965,4,2,2018-02-01,2018-02,2043.0,2101.0,2588.0,0.8660254037844386,0.5000000000000001,2036.3333333333333,2718.8333333333335,2272.8333333333335,2147.8237329546173,-0.038179148311306865,0.6925064599483204,0,0,7.467025512786649,高
March,2018,NCR,1160,5,3,2018-03-01,2018-03,1965.0,2043.0,2101.0,1.0,6.123233995736766e-17,1722.6666666666667,2281.6666666666665,2292.0,1653.9118627973785,-0.4096692111959288,0.24731182795698925,0,0,7.497311827956989,高
April,2018,NCR,897,6,4,2018-04-01,2018-04,1160.0,1965.0,2043.0,0.8660254037844387,-0.4999999999999998,1340.6666666666667,1792.3333333333333,2302.8333333333335,1275.455929988831,-0.22672413793103452,0.1694915254237288,0,0,7.694010578262057,高
May,2018,NCR,603,2,5,2018-05-01,2018-05,897.0,1160.0,1965.0,0.49999999999999994,-0.8660254037844387,886.6666666666666,1461.5,2307.8333333333335,939.2279643681421,-0.3277591973244147,0.11049723756906071,0,0,7.63501629040739,高
June,2018,NCR,832,6,6,2018-06-01,2018-06,603.0,897.0,1160.0,1.2246467991473532e-16,-1.0,777.3333333333334,1250.0,2291.5833333333335,885.6139821341392,0.3797678275290215,-0.189873417721519,0,0,7.6297678275290215,高
July,2018,NCR,2608,23,7,2018-07-01,2018-07,832.0,603.0,897.0,-0.4999999999999997,-0.8660254037844388,1347.6666666666667,1344.1666666666667,2247.3333333333335,1746.8069914680939,2.1346153846153846,-0.16916215355208664,0,1,7.774519052838329,高
August,2018,NCR,3323,14,8,2018-08-01,2018-08,2608.0,832.0,603.0,-0.8660254037844385,-0.5000000000000004,2254.3333333333335,1570.5,2144.6666666666665,2534.90349591754,0.2741564417177915,-0.27047200878155875,0,1,6.499637388879463,高
September,2018,NCR,5131,44,9,2018-09-01,2018-09,3323.0,2608.0,832.0,-1.0,-1.8369701987210297e-16,3687.3333333333335,2232.3333333333335,2257.0,3832.951748109883,0.544086668672886,0.35633095426909867,0,2,6.650417622941985,高
October,2018,NCR,4472,32,10,2018-10-01,2018-10,5131.0,3323.0,2608.0,-0.8660254037844386,0.5000000000000001,4308.666666666667,2828.1666666666665,2310.25,4152.47587407354,-0.1284350029234067,0.16671014870858336,0,1,5.642191095870254,中
November,2018,NCR,3335,20,11,2018-11-01,2018-11,4472.0,5131.0,3323.0,-0.5000000000000004,0.8660254037844384,4312.666666666667,3283.5,2372.5,3743.737937024874,-0.2542486583184258,0.28863987635239563,0,1,5.764120823514067,中
December,2018,NCR,2831,12,12,2018-12-01,2018-12,3335.0,4472.0,5131.0,-2.4492935982947064e-16,1.0,3546.0,3616.6666666666665,2433.3333333333335,3287.368968505796,-0.1511244377811094,0.34745359352689187,0,1,6.097453593526891,高
January,2019,NCR,2082,9,1,2019-01-01,2019-01,2831.0,3335.0,4472.0,0.49999999999999994,0.8660254037844387,2749.3333333333335,3529.0,2436.5833333333335,2684.684484248513,-0.2645708230307312,0.019089574155653377,0,0,6.244570521317325,高
February,2019,NCR,2348,9,2,2019-02-01,2019-02,2082.0,2831.0,3335.0,0.8660254037844386,0.5000000000000001,2420.3333333333335,3366.5,2468.5,2516.342242123644,0.12776176753121993,0.194910941475827,0,0,7.097191761845377,高
March,2019,NCR,1377,4,3,2019-03-01,2019-03,2348.0,2082.0,2831.0,1.0,6.123233995736766e-17,1935.6666666666667,2740.8333333333335,2486.5833333333335,1946.6711210607857,-0.4135434412265758,0.18706896551724128,0,0,7.437068965517241,高
April,2019,NCR,532,4,4,2019-04-01,2019-04,1377.0,2348.0,2082.0,0.8660254037844387,-0.4999999999999998,1419.0,2084.1666666666665,2456.1666666666665,1239.3355605297495,-0.6136528685548293,-0.4069119286510591,0,0,7.524519052838329,高
May,2019,NCR,442,3,5,2019-05-01,2019-05,532.0,1377.0,2348.0,0.49999999999999994,-0.8660254037844387,783.6666666666666,1602.0,2442.75,840.6677802646935,-0.16917293233082709,-0.2669983416252073,0,0,7.524519052838329,高
June,2019,NCR,817,2,6,2019-06-01,2019-06,442.0,532.0,1377.0,1.2246467991473532e-16,-1.0,597.0,1266.3333333333333,2441.5,828.8338901323441,0.8484162895927603,-0.018028846153846145,0,0,7.74041628959276,高
July,2019,NCR,1839,14,7,2019-07-01,2019-07,817.0,442.0,532.0,-0.4999999999999997,-0.8660254037844388,1032.6666666666667,1225.8333333333333,2377.4166666666665,1333.9169450662296,1.250917992656059,-0.2948619631901841,0,0,7.774519052838329,高
August,2019,NCR,5481,36,8,2019-08-01,2019-08,1839.0,817.0,442.0,-0.8660254037844385,-0.5000000000000004,2712.3333333333335,1748.0,2557.25,3407.4584725332325,1.9804241435562804,0.649413180860668,1,3,7.874894128022339,高
September,2019,NCR,11033,58,9,2019-09-01,2019-09,5481.0,1839.0,817.0,-1.0,-1.8369701987210297e-16,6117.666666666667,3357.3333333333335,3049.0833333333335,7220.229236266725,1.0129538405400473,1.1502631066068991,1,4,7.75,高
October,2019,NCR,6776,25,10,2019-10-01,2019-10,11033.0,5481.0,1839.0,-0.8660254037844386,0.5000000000000001,7763.333333333333,4398.0,3241.0833333333335,6998.114618133359,-0.38584247258225324,0.5152057245080501,1,3,5.990686671669721,中
November,2019,NCR,4494,11,11,2019-11-01,2019-11,6776.0,11033.0,5481.0,-0.5000000000000004,0.8660254037844384,7434.333333333333,5073.333333333333,3337.6666666666665,5746.05730906667,-0.3367768595041323,0.34752623688155926,0,2,5.82300718404323,中
December,2019,NCR,3257,15,12,2019-12-01,2019-12,4494.0,6776.0,11033.0,-2.4492935982947064e-16,1.0,4842.333333333333,5480.0,3373.1666666666665,4501.528654533331,-0.27525589675122386,0.15047686329918752,0,1,5.900476863299188,中
January,2016,Region I,705,1,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,705.0,705.0,705.0,705.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,Region I,374,0,2,2016-02-01,2016-02,705.0,0.0,0.0,0.8660254037844386,0.5000000000000001,539.5,539.5,539.5,484.3333333333333,-0.4695035460992908,0.0,0,0,6.572852386171663,高
March,2016,Region I,276,0,3,2016-03-01,2016-03,374.0,705.0,0.0,1.0,6.123233995736766e-17,451.6666666666667,451.6666666666667,451.6666666666667,365.2857142857143,-0.2620320855614974,0.0,0,0,5.999555555555556,中
April,2016,Region I,240,2,4,2016-04-01,2016-04,276.0,374.0,705.0,0.8660254037844387,-0.4999999999999998,296.6666666666667,398.75,398.75,298.46666666666664,-0.13043478260869568,0.0,0,0,5.1694079417272185,中
May,2016,Region I,243,1,5,2016-05-01,2016-05,240.0,276.0,374.0,0.49999999999999994,-0.8660254037844387,253.0,367.6,367.6,269.83870967741933,0.012499999999999956,0.0,0,0,4.820352386171662,中
June,2016,Region I,345,1,6,2016-06-01,2016-06,243.0,240.0,276.0,1.2246467991473532e-16,-1.0,276.0,363.8333333333333,363.8333333333333,308.015873015873,0.4197530864197532,0.0,0,0,5.047753086419753,中
July,2016,Region I,1295,2,7,2016-07-01,2016-07,345.0,243.0,240.0,-0.4999999999999997,-0.8660254037844388,627.6666666666666,462.1666666666667,496.85714285714283,805.3937007874016,2.753623188405797,0.0,0,1,6.844519052838329,高
August,2016,Region I,1598,3,8,2016-08-01,2016-08,1295.0,345.0,243.0,-0.8660254037844385,-0.5000000000000004,1079.3333333333333,666.1666666666666,634.5,1203.2509803921569,0.233976833976834,0.0,0,1,6.459457781138505,高
September,2016,Region I,1415,3,9,2016-09-01,2016-09,1598.0,1295.0,345.0,-1.0,-1.8369701987210297e-16,1436.0,856.0,721.2222222222222,1309.3326810176125,-0.11451814768460578,0.0,0,1,5.75,中
October,2016,Region I,1000,6,10,2016-10-01,2016-10,1415.0,1598.0,1295.0,-0.8660254037844386,0.5000000000000001,1337.6666666666667,982.6666666666666,749.1,1154.5151515151515,-0.29328621908127206,0.0,0,0,5.475480947161671,中
November,2016,Region I,555,1,11,2016-11-01,2016-11,1000.0,1415.0,1598.0,-0.5000000000000004,0.8660254037844384,990.0,1034.6666666666667,731.4545454545455,854.6111382510992,-0.44499999999999995,0.0,0,0,5.475480947161671,中
December,2016,Region I,235,1,12,2016-12-01,2016-12,555.0,1000.0,1415.0,-2.4492935982947064e-16,1.0,596.6666666666666,1016.3333333333334,690.0833333333334,544.7299145299145,-0.5765765765765766,0.0,0,0,5.738888888888889,中
January,2017,Region I,285,0,1,2017-01-01,2017-01,235.0,555.0,1000.0,0.49999999999999994,0.8660254037844387,358.3333333333333,848.0,655.0833333333334,414.8491026736662,0.2127659574468086,-0.5957446808510638,0,0,4.042691349052923,中
February,2017,Region I,202,2,2,2017-02-01,2017-02,285.0,235.0,555.0,0.8660254037844386,0.5000000000000001,240.66666666666666,615.3333333333334,640.75,308.4180553012269,-0.2912280701754386,-0.4598930481283422,0,0,4.2867412750605505,中
March,2017,Region I,151,1,3,2017-03-01,2017-03,202.0,285.0,235.0,1.0,6.123233995736766e-17,212.66666666666666,404.6666666666667,630.3333333333334,229.70662556840725,-0.2524752475247525,-0.4528985507246377,0,0,4.170888888888889,中
April,2017,Region I,174,1,4,2017-04-01,2017-04,151.0,202.0,285.0,0.8660254037844387,-0.4999999999999998,175.66666666666666,267.0,624.8333333333334,201.85288776989395,0.15231788079470188,-0.275,0,0,4.168392489188586,中
May,2017,Region I,179,0,5,2017-05-01,2017-05,174.0,151.0,202.0,0.49999999999999994,-0.8660254037844387,168.0,204.33333333333334,619.5,190.42635670743337,0.028735632183908066,-0.26337448559670784,0,0,4.157254685022237,中
June,2017,Region I,362,2,6,2017-06-01,2017-06,179.0,174.0,151.0,1.2246467991473532e-16,-1.0,238.33333333333334,225.5,620.9166666666666,276.21350560571904,1.022346368715084,0.049275362318840665,0,0,5.167719806763285,中
July,2017,Region I,1032,2,7,2017-07-01,2017-07,362.0,179.0,174.0,-0.4999999999999997,-0.8660254037844388,524.3333333333334,350.0,599.0,654.1074735784026,1.8508287292817678,-0.20308880308880306,0,0,6.694296830616107,高
August,2017,Region I,1609,1,8,2017-08-01,2017-08,1032.0,362.0,179.0,-0.8660254037844385,-0.5000000000000004,1001.0,584.5,599.9166666666666,1131.5541921178742,0.559108527131783,0.006883604505631968,0,1,6.791473078799085,高
September,2017,Region I,1333,3,9,2017-09-01,2017-09,1609.0,1032.0,362.0,-1.0,-1.8369701987210297e-16,1324.6666666666667,781.5,593.0833333333334,1232.2771440873832,-0.17153511497824736,-0.05795053003533568,0,1,5.75,中
October,2017,Region I,1159,5,10,2017-10-01,2017-10,1333.0,1609.0,1032.0,-0.8660254037844386,0.5000000000000001,1367.0,945.6666666666666,606.3333333333334,1195.6385633083733,-0.13053263315828956,0.15900000000000003,0,0,5.634480947161671,中
November,2017,Region I,865,3,11,2017-11-01,2017-11,1159.0,1333.0,1609.0,-0.5000000000000004,0.8660254037844384,1119.0,1060.0,632.1666666666666,1030.3192619465901,-0.25366695427092323,0.5585585585585586,0,0,6.03403950572023,高
December,2017,Region I,885,3,12,2017-12-01,2017-12,865.0,1159.0,1333.0,-2.4492935982947064e-16,1.0,969.6666666666666,1147.1666666666667,686.3333333333334,957.6596266424433,0.023121387283236983,2.765957446808511,0,0,6.773121387283237,高
January,2018,Region I,699,6,1,2018-01-01,2018-01,885.0,865.0,1159.0,0.49999999999999994,0.8660254037844387,816.3333333333334,1091.6666666666667,720.8333333333334,828.3298094668928,-0.21016949152542375,1.4526315789473685,0,0,7.225480947161671,高
February,2018,Region I,448,3,2,2018-02-01,2018-02,699.0,885.0,865.0,0.8660254037844386,0.5000000000000001,677.3333333333334,898.1666666666666,741.3333333333334,638.1649018997684,-0.3590844062947067,1.217821782178218,0,0,7.774519052838329,高
March,2018,Region I,235,1,3,2018-03-01,2018-03,448.0,699.0,885.0,1.0,6.123233995736766e-17,460.6666666666667,715.1666666666666,748.3333333333334,436.5824494479779,-0.4754464285714286,0.5562913907284768,0,0,7.029846946284033,高
April,2018,Region I,325,0,4,2018-04-01,2018-04,235.0,448.0,699.0,0.8660254037844387,-0.4999999999999998,336.0,576.1666666666666,760.9166666666666,380.79122451615046,0.38297872340425543,0.867816091954023,0,0,6.305313868196608,高
May,2018,Region I,334,0,5,2018-05-01,2018-05,325.0,235.0,448.0,0.49999999999999994,-0.8660254037844387,298.0,487.6666666666667,773.8333333333334,357.3956122144975,0.027692307692307683,0.8659217877094971,0,0,6.361466481573467,高
June,2018,Region I,721,4,6,2018-06-01,2018-06,334.0,325.0,235.0,1.2246467991473532e-16,-1.0,460.0,460.3333333333333,803.75,539.1978062765652,1.158682634730539,0.9917127071823204,0,0,7.779046040515654,高
July,2018,Region I,3374,13,7,2018-07-01,2018-07,721.0,334.0,325.0,-0.4999999999999997,-0.8660254037844388,1476.3333333333333,906.1666666666666,998.9166666666666,1956.5989037983115,3.6796116504854366,2.2693798449612403,1,3,8.774519052838329,极高
August,2018,Region I,3266,10,8,2018-08-01,2018-08,3374.0,721.0,334.0,-0.8660254037844385,-0.5000000000000004,2453.6666666666665,1375.8333333333333,1137.0,2611.29945205159,-0.032009484291641965,1.0298321939092605,0,2,7.225480947161671,高
September,2018,Region I,2221,8,9,2018-09-01,2018-09,3266.0,3374.0,721.0,-1.0,-1.8369701987210297e-16,2953.6666666666665,1706.8333333333333,1211.0,2416.1497260030765,-0.31996325780771584,0.6661665416354088,0,1,6.416166541635409,高
October,2018,Region I,1081,1,10,2018-10-01,2018-10,2221.0,3266.0,3374.0,-0.8660254037844386,0.5000000000000001,2189.3333333333335,1832.8333333333333,1204.5,1748.5748629626803,-0.5132823052678974,-0.06729939603106128,0,0,5.475480947161671,中
November,2018,Region I,1285,1,11,2018-11-01,2018-11,1081.0,2221.0,3266.0,-0.5000000000000004,0.8660254037844384,1529.0,1991.3333333333333,1239.5,1516.7874314745943,0.1887141535615171,0.48554913294797686,0,1,6.149744233671165,高
December,2018,Region I,1522,6,12,2018-12-01,2018-12,1285.0,1081.0,2221.0,-2.4492935982947064e-16,1.0,1296.0,2124.8333333333335,1292.5833333333333,1519.393715737335,0.18443579766536966,0.7197740112994351,0,1,6.654209808964805,高
January,2019,Region I,596,2,1,2019-01-01,2019-01,1522.0,1285.0,1081.0,0.49999999999999994,0.8660254037844387,1134.3333333333333,1661.8333333333333,1284.0,1057.6968578653082,-0.6084099868593955,-0.14735336194563664,0,0,6.225480947161671,高
February,2019,Region I,633,1,2,2019-02-01,2019-02,596.0,1522.0,1285.0,0.8660254037844386,0.5000000000000001,917.0,1223.0,1299.4166666666667,845.3484289318816,0.06208053691275173,0.4129464285714286,0,0,7.249546018322509,高
March,2019,Region I,399,0,3,2019-03-01,2019-03,633.0,596.0,1522.0,1.0,6.123233995736766e-17,542.6666666666666,919.3333333333334,1313.0833333333333,622.1742144655349,-0.3696682464454977,0.6978723404255318,0,0,7.756761229314421,高
April,2019,Region I,183,1,4,2019-04-01,2019-04,399.0,633.0,596.0,0.8660254037844387,-0.4999999999999998,405.0,769.6666666666666,1301.25,402.5871072325677,-0.5413533834586466,-0.43692307692307697,0,0,6.26851905283833,高
May,2019,Region I,197,1,5,2019-05-01,2019-05,183.0,399.0,633.0,0.49999999999999994,-0.8660254037844387,259.6666666666667,588.3333333333334,1289.8333333333333,299.7935536162371,0.07650273224043724,-0.41017964071856283,0,0,4.564577340634322,中
June,2019,Region I,743,3,6,2019-06-01,2019-06,197.0,183.0,399.0,1.2246467991473532e-16,-1.0,374.3333333333333,458.5,1291.6666666666667,521.396776808169,2.771573604060914,0.030513176144244092,0,0,5.710290953922022,中
July,2019,Region I,2587,9,7,2019-07-01,2019-07,743.0,197.0,183.0,-0.4999999999999997,-0.8660254037844388,1175.6666666666667,790.3333333333334,1226.0833333333333,1554.1983884042018,2.481830417227456,-0.23325429756965022,0,2,7.774519052838329,高
August,2019,Region I,4178,11,8,2019-08-01,2019-08,2587.0,743.0,197.0,-0.8660254037844385,-0.5000000000000004,2502.6666666666665,1381.1666666666667,1302.0833333333333,2866.0991942021756,0.6149980672593738,0.27924066135946113,1,3,7.119719675780506,高
September,2019,Region I,4814,9,9,2019-09-01,2019-09,4178.0,2587.0,743.0,-1.0,-1.8369701987210297e-16,3859.6666666666665,2117.0,1518.1666666666667,3840.0495971011155,0.1522259454284347,1.1674921206663664,1,4,6.902225945428435,高
October,2019,Region I,2585,3,10,2019-10-01,2019-10,4814.0,4178.0,2587.0,-0.8660254037844386,0.5000000000000001,3859.0,2517.3333333333335,1643.5,3212.5247985505484,-0.46302451184046534,1.391304347826087,0,2,6.475480947161671,高
November,2019,Region I,2133,2,11,2019-11-01,2019-11,2585.0,4814.0,4178.0,-0.5000000000000004,0.8660254037844384,3177.3333333333335,2840.0,1714.1666666666667,2672.7623992752706,-0.17485493230174076,0.659922178988327,0,1,6.135403126149998,高
December,2019,Region I,819,0,12,2019-12-01,2019-12,2133.0,2585.0,4814.0,-2.4492935982947064e-16,1.0,1845.6666666666667,2852.6666666666665,1655.5833333333333,1745.8811996376319,-0.6160337552742616,-0.46189224704336396,0,0,5.75,中
January,2016,Region II,659,2,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,659.0,659.0,659.0,659.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,Region II,408,2,2,2016-02-01,2016-02,659.0,0.0,0.0,0.8660254037844386,0.5000000000000001,533.5,533.5,533.5,491.6666666666667,-0.38088012139605465,0.0,0,0,6.552852386171662,高
March,2016,Region II,211,0,3,2016-03-01,2016-03,408.0,659.0,0.0,1.0,6.123233995736766e-17,426.0,426.0,426.0,331.2857142857143,-0.4828431372549019,0.0,0,0,6.118,高
April,2016,Region II,138,0,4,2016-04-01,2016-04,211.0,408.0,659.0,0.8660254037844387,-0.4999999999999998,252.33333333333334,354.0,354.0,228.2,-0.3459715639810427,0.0,0,0,4.63163016394944,中
May,2016,Region II,126,0,5,2016-05-01,2016-05,138.0,211.0,408.0,0.49999999999999994,-0.8660254037844387,158.33333333333334,308.4,308.4,175.4516129032258,-0.08695652173913049,0.0,0,0,3.880296830616107,低
June,2016,Region II,126,1,6,2016-06-01,2016-06,126.0,138.0,211.0,1.2246467991473532e-16,-1.0,130.0,278.0,278.0,150.33333333333334,0.0,0.0,0,0,3.4393333333333334,低
July,2016,Region II,390,1,7,2016-07-01,2016-07,126.0,126.0,138.0,-0.4999999999999997,-0.8660254037844388,214.0,233.16666666666666,294.0,271.1102362204724,2.0952380952380953,0.0,0,0,4.243852386171663,中
August,2016,Region II,754,0,8,2016-08-01,2016-08,390.0,126.0,126.0,-0.8660254037844385,-0.5000000000000004,423.3333333333333,290.8333333333333,351.5,513.5019607843137,0.9333333333333333,0.0,0,0,5.909925391606116,中
September,2016,Region II,552,1,9,2016-09-01,2016-09,754.0,390.0,126.0,-1.0,-1.8369701987210297e-16,565.3333333333334,347.6666666666667,373.77777777777777,532.7886497064579,-0.2679045092838196,0.0,0,0,5.634444444444444,中
October,2016,Region II,292,3,10,2016-10-01,2016-10,552.0,754.0,390.0,-0.8660254037844386,0.5000000000000001,532.6666666666666,373.3333333333333,365.6,412.27663734115345,-0.47101449275362317,0.0,0,0,5.251036502717226,中
November,2016,Region II,181,1,11,2016-11-01,2016-11,292.0,552.0,754.0,-0.5000000000000004,0.8660254037844384,341.6666666666667,382.5,348.8181818181818,296.5818270639961,-0.38013698630136983,0.0,0,0,3.36636983605056,低
December,2016,Region II,54,0,12,2016-12-01,2016-12,181.0,292.0,552.0,-2.4492935982947064e-16,1.0,175.66666666666666,370.5,324.25,175.26129426129427,-0.7016574585635359,0.0,0,0,2.4215555555555555,低
January,2017,Region II,265,1,1,2017-01-01,2017-01,54.0,181.0,292.0,0.49999999999999994,0.8660254037844387,166.66666666666666,349.6666666666667,291.4166666666667,220.13612501526066,3.9074074074074074,-0.5978755690440061,0,0,3.105036502717226,低
February,2017,Region II,112,1,2,2017-02-01,2017-02,265.0,54.0,181.0,0.8660254037844386,0.5000000000000001,143.66666666666666,242.66666666666666,266.75,166.06476225355553,-0.5773584905660377,-0.7254901960784313,0,0,3.843407941727218,低
